俊;jun4|zun4
失明;shi1 ming2
失望;shi1 wang4
失业;shi1 ye4
失业率;shi1 ye4 lv4
失眠;shi1 mian2
失落;shi1 luo4
失误;shi1 wu4
失踪;shi1 zong1
失灵;shi1 ling2
夸;kua1
夹子;jia1 zi
夹杂;jia1 za2
奇妙;qi2 miao4
奇怪;qi2 guai4
奇特;qi2 te4
奇花异草;qi2 hua1 yi4 cao3
奇迹;qi2 ji4
奉献;feng4 xian4
奏效;zou4 xiao4
契机;qi4 ji1
契约;qi4 yue1
奔;ben1|ben4
奔波;ben1 bo1
奔赴;ben1 fu4
奔驰;ben1 chi2
套;tao4
奠定;dian4 ding4
奢侈;she1 chi3
奢望;she1 wang4
奥秘;ao4 mi4
奥运会;ao4 yun4 hui4
夺冠;duo2 guan4
夺魁;duo2 kui2
奋力;fen4 li4
奋勇;fen4 yong3
奋斗;fen4 dou4
女;ru3|nv3
女儿;nv3 er2
女士;nv3 shi4
女婿;nv3 xu
奴隶;nu2 li4
奶奶;nai3 nai
奸诈;jian1 zha4
她;ta1
好;hao3|hao4
好像;hao3 xiang4
好吃;hao3 chi1|hao4 chi1
好在;hao3 zai4
好坏;hao3 huai4
好奇;hao4 qi2
好奇心;hao4 qi2 xin1
好客;hao4 ke4
好家伙;hao3 jia1 huo
好心;hao3 xin1
好心人;hao3 xin1 ren2
好意;hao3 yi4
好感;hao3 gan3
好歹;hao3 dai3
好比;hao3 bi3
好笑;hao3 xiao4
好处;hao3 chu|hao3 chu3
好评;hao3 ping2
好说;hao3 shuo1
如今;ru2 jin1
如何;ru2 he2
如实;ru2 shi2
如意;ru2 yi4
如果;ru2 guo3
如果说;ru2 guo3 shuo1
如醉如痴;ru2 zui4 ru2 chi1
如愿以偿;ru2 yuan4 yi3 chang2
妄想;wang4 xiang3
妒忌;du4 ji4
妖怪;yao1 guai4
妥;tuo3
妥协;tuo3 xie2
妥善;tuo3 shan4
妥当;tuo3 dang
妨害;fang2 hai4
妨碍;fang2 ai4
妹妹;mei4 mei
妻子;qi1 zi|qi1 zi3
始终;shi3 zhong1
姐姐;jie3 jie
姑且;gu1 qie3
姑姑;gu1 gu
姑娘;gu1 niang
姓;xing4
姓氏;xing4 shi4
委员;wei3 yuan2
委员会;wei3 yuan2 hui4
委婉;wei3 wan3
委屈;wei3 qu
委托;wei3 tuo1
姜;jiang1
姥姥;lao3 lao
姥爷;lao3 ye
姨;yi2
侄子;zhi2 zi
姿势;zi1 shi4
姿态;zi1 tai4
威信;wei1 xin4
威力;wei1 li4
威慑;wei1 she4
威望;wei1 wang4
威胁;wei1 xie2
威风;wei1 feng1
娃娃;wa2 wa
娘;niang2
娱乐;yu2 le4
娶;qu3
婚姻;hun1 yin1
婚礼;hun1 li3
婚纱;hun1 sha1
妇女;fu4 nv3
媒介;mei2 jie4
媒体;mei2 ti3
媲美;pi4 mei3
媳妇;xi2 fu4
妈妈;ma1 ma
嫁;jia4
嫁妆;jia4 zhuang
嫂子;sao3 zi
嫉妒;ji2 du4
嫌;xian2
嫌弃;xian2 qi4
嫌疑;xian2 yi2
嫦娥;chang2 e2
嫩;nen4
嬉笑;xi1 xiao4
娇惯;jiao1 guan4
娇气;jiao1 qi4
婴儿;ying1 er2
懒;lan3
子孙;zi3 sun1
子弟;zi3 di4
子弹;zi3 dan4
孔;kong3
孕妇;yun4 fu4
孕育;yun4 yu4
字;zi4
字幕;zi4 mu4
字母;zi4 mu3
字眼;zi4 yan3
字迹;zi4 ji4
字体;zi4 ti3
存;cun2
存在;cun2 zai4
存心;cun2 xin1
存折;cun2 zhe2
存放;cun2 fang4
孝敬;xiao4 jing4
孝顺;xiao4 shun4
季度;ji4 du4
季节;ji4 jie2
季军;ji4 jun1
孤单;gu1 dan1
孤独;gu1 du2
孤立;gu1 li4
孤陋寡闻;gu1 lou4 gua3 wen2
孤零零;gu1 ling2 ling2
孩子;hai2 zi
孙子;sun1 zi|sun1 zi3
孵化;fu1 hua4
学位;xue2 wei4
学问;xue2 wen4
学堂;xue2 tang2
学士;xue2 shi4
学子;xue2 zi3
学期;xue2 qi1
学校;xue2 xiao4
学业;xue2 ye4
学历;xue2 li4
学生;xue2 sheng
学习;xue2 xi2
学艺;xue2 yi4
学术;xue2 shu4
学说;xue2 shuo1
孪生;luan2 sheng1
它;ta1
宇宙;yu3 zhou4
守候;shou3 hou4
守株待兔;shou3 zhu1 dai4 tu4
守护;shou3 hu4
安全;an1 quan2
安定;an1 ding4
安宁;an1 ning2
安心;an1 xin1
安慰;an1 wei4
安排;an1 pai2
安抚;an1 fu3
安眠药;an1 mian2 yao4
安稳;an1 wen3
安置;an1 zhi4
安装;an1 zhuang1
安详;an1 xiang2
安逸;an1 yi4
安静;an1 jing4
完;wan2
完备;wan2 bei4
完全;wan2 quan2
完善;wan2 shan4
完好;wan2 hao3
完成;wan2 cheng2
完整;wan2 zheng3
完毕;wan2 bi4
完美;wan2 mei3
完蛋;wan2 dan4
宏伟;hong2 wei3
宏观;hong2 guan1
宗;zong1
宗教;zong1 jiao4
宗旨;zong1 zhi3
官;guan1
官僚;guan1 liao2
官僚主义;guan1 liao2 zhu3 yi4
官兵;guan1 bing1
官吏;guan1 li4
官员;guan1 yuan2
官方;guan1 fang1
定做;ding4 zuo4
定向;ding4 xiang4
定居;ding4 ju1
定心丸;ding4 xin1 wan2
定期;ding4 qi1
定义;ding4 yi4
定论;ding4 lun4
定金;ding4 jin1
客人;ke4 ren2
客厅;ke4 ting1
客户;ke4 hu4
客房;ke4 fang2
客机;ke4 ji1
客流;ke4 liu2
客观;ke4 guan1
客运;ke4 yun4
宣传;xuan1 chuan2
宣告;xuan1 gao4
宣布;xuan1 bu4
宣扬;xuan1 yang2
宣泄;xuan1 xie4
宣称;xuan1 cheng1
宣言;xuan1 yan2
宣誓;xuan1 shi4
宣读;xuan1 du2
宫廷;gong1 ting2
宫殿;gong1 dian4
宰;zai3
害怕;hai4 pa4
害羞;hai4 xiu1
害臊;hai4 sao4
害虫;hai4 chong2
宴会;yan4 hui4
家具;jia1 ju4
家务;jia1 wu4
家喻户晓;jia1 yu4 hu4 xiao3
家境;jia1 jing4
家家户户;jia1 jia1 hu4 hu4
家属;jia1 shu3
家常;jia1 chang2
家庭;jia1 ting2
家政;jia1 zheng4
家教;jia1 jiao4
家族;jia1 zu2
家用;jia1 yong4
家禽;jia1 qin2
家乡;jia1 xiang1
容光焕发;rong2 guang1 huan4 fa1
容器;rong2 qi4
容忍;rong2 ren3
容易;rong2 yi4
容纳;rong2 na4
容许;rong2 xu3
容貌;rong2 mao4
容量;rong2 liang4
容颜;rong2 yan2
宿舍;su4 she4
寂寞;ji4 mo4
寂静;ji4 jing4
寄;ji4
寄托;ji4 tuo1
密不可分;mi4 bu4 ke3 fen1
密切;mi4 qie4
密封;mi4 feng1
密度;mi4 du4
密码;mi4 ma3
密集;mi4 ji2
富;fu4
富含;fu4 han2
富强;fu4 qiang2
富翁;fu4 weng1
富裕;fu4 yu4
富豪;fu4 hao2
富足;fu4 zu2
寒假;han2 jia4
寒暄;han2 xuan1
寓意;yu4 yi4
寓言;yu4 yan2
察看;cha2 kan4
察觉;cha2 jue2
寡妇;gua3 fu
寝室;qin3 shi4
寥寥无几;liao2 liao2 wu2 ji3
实事求是;shi2 shi4 qiu2 shi4
实力;shi2 li4
实在;shi2 zai4
实地;shi2 di4
实惠;shi2 hui4
实施;shi2 shi1
实况;shi2 kuang4
实物;shi2 wu4
实现;shi2 xian4
实用;shi2 yong4
实习;shi2 xi2
实行;shi2 xing2
实话;shi2 hua4
实话实说;shi2 hua4 shi2 shuo1
实质;shi2 zhi4
实践;shi2 jian4
实际;shi2 ji4
实验;shi2 yan4
实体;shi2 ti3
宁可;ning4 ke3
宁肯;ning4 ken3
宁愿;ning4 yuan4
审;shen3
审判;shen3 pan4
审定;shen3 ding4
审批;shen3 pi1
审查;shen3 cha2
审核;shen3 he2
审理;shen3 li3
审美;shen3 mei3
审视;shen3 shi4
写;xie3
写作;xie3 zuo4
写照;xie3 zhao4
宽;kuan1
宽厚;kuan1 hou4
宽容;kuan1 rong2
宽恕;kuan1 shu4
宽敞;kuan1 chang
宽泛;kuan1 fan4
宽松;kuan1 song1
宠;chong3
宠爱;chong3 ai4
宠物;chong3 wu4
宝贝;bao3 bei4
宝贵;bao3 gui4
寺庙;si4 miao4
封建;feng1 jian4
封锁;feng1 suo3
封闭;feng1 bi4
封面;feng1 mian4
封顶;feng1 ding3
射击;she4 ji1
将来;jiang1 lai2
将就;jiang1 jiu
将军;jiang1 jun1
将近;jiang1 jin4
专人;zhuan1 ren2
专利;zhuan1 li4
专制;zhuan1 zhi4
专家;zhuan1 jia1
专心;zhuan1 xin1
专业;zhuan1 ye4
专柜;zhuan1 gui4
专栏;zhuan1 lan2
专注;zhuan1 zhu4
专程;zhuan1 cheng2
专职;zhuan1 zhi2
专著;zhuan1 zhu4
专卖店;zhuan1 mai4 dian4
专长;zhuan1 chang2
专门;zhuan1 men2
专题;zhuan1 ti2
尊严;zun1 yan2
尊敬;zun1 jing4
尊贵;zun1 gui4
尊重;zun1 zhong4
寻;xun2
寻常;xun2 chang2
寻找;xun2 zhao3
寻觅;xun2 mi4
对;dui4
对不起;dui4 bu qi3
对付;dui4 fu
对峙;dui4 zhi4
对弈;dui4 yi4
对待;dui4 dai4
对得起;dui4 de qi3
对应;dui4 ying4
对手;dui4 shou3
对抗;dui4 kang4
对方;dui4 fang1
对于;dui4 yu2
对比;dui4 bi3
对准;dui4 zhun3
对照;dui4 zhao4
对白;dui4 bai2
对称;dui4 chen4
对立;dui4 li4
对策;dui4 ce4
对联;dui4 lian2
对话;dui4 hua4
对象;dui4 xiang4
对面;dui4 mian4
导向;dao3 xiang4
导师;dao3 shi1
导弹;dao3 dan4
导演;dao3 yan3
导火索;dao3 huo3 suo3
导致;dao3 zhi4
导航;dao3 hang2
导游;dao3 you2
小;xiao3
小丑;xiao3 chou3
小人;xiao3 ren2
小伙子;xiao3 huo3 zi
小区;xiao3 qu1
小卒;xiao3 zu2
小吃;xiao3 chi1
小品;xiao3 pin3
小姐;xiao3 jie
小康;xiao3 kang1
小心;xiao3 xin1
小心翼翼;xiao3 xin1 yi4 yi4
小提琴;xiao3 ti2 qin2
小时;xiao3 shi2
小曲;xiao3 qu3
小气;xiao3 qi4
小溪;xiao3 xi1
小看;xiao3 kan4
小说;xiao3 shuo1
小贩;xiao3 fan4
小路;xiao3 lu4
小麦;xiao3 mai4
少;shao4|shao3
少不了;shao3 bu liao3
少女;shao4 nv3
少有;shao3 you3
少林寺;shao4 lin2 si4
少见;shao3 jian4
少量;shao3 liang4
尖端;jian1 duan1
尖锐;jian1 rui4
尚;shang4
尚且;shang4 qie3
尚未;shang4 wei4
尤其;you2 qi2
尤为;you2 wei2
就;jiu4
就任;jiu4 ren4
就地;jiu4 di4
就座;jiu4 zuo4
就业;jiu4 ye4
就职;jiu4 zhi2
就诊;jiu4 zhen3
就读;jiu4 du2
就近;jiu4 jin4
就医;jiu4 yi1
就餐;jiu4 can1
尴尬;gan1 ga4
尺子;chi3 zi
尺度;chi3 du4
尼龙;ni2 long2
尾巴;wei3 ba
尾气;wei3 qi4
尾声;wei3 sheng1
尿;niao4|sui1
局势;ju2 shi4
局部;ju2 bu4
局面;ju2 mian4
屁股;pi4 gu
居住;ju1 zhu4
居民;ju1 min2
居民楼;ju1 min2 lou2
居然;ju1 ran2
居高临下;ju1 gao1 lin2 xia4
届;jie4
届时;jie4 shi2
屈服;qu1 fu2
屋子;wu1 zi
屋顶;wu1 ding3
尸体;shi1 ti3
屏幕;ping2 mu4
屏障;ping2 zhang4
屑;xie4
展出;zhan3 chu1
展望;zhan3 wang4
展现;zhan3 xian4
展示;zhan3 shi4
展览;zhan3 lan3
展览会;zhan3 lan3 hui4
展开;zhan3 kai1
屠杀;tu2 sha1
屡;lv3
屡次;lv3 ci4
层;ceng2
层出不穷;ceng2 chu1 bu4 qiong2
层次;ceng2 ci4
履行;lv3 xing2
属性;shu3 xing4
属于;shu3 yu2
屯;zhun1|tun2
山寨;shan1 zhai4
山冈;shan1 gang1
山岭;shan1 ling3
山川;shan1 chuan1
山脉;shan1 mai4
山路;shan1 lu4
山顶;shan1 ding3
屹立;yi4 li4
岔;cha4
岩石;yan2 shi2
岳母;yue4 mu3
岳父;yue4 fu4
峰回路转;feng1 hui2 lu4 zhuan3
岛屿;dao3 yu3
峡谷;xia2 gu3
崇尚;chong2 shang4
崇拜;chong2 bai4
崇敬;chong2 jing4
崇高;chong2 gao1
岗位;gang3 wei4
崛起;jue2 qi3
崩溃;beng1 kui4
岁;sui4
崭新;zhan3 xin1
巅峰;dian1 feng1
川流不息;chuan1 liu2 bu4 xi1
州;zhou1
巡逻;xun2 luo2
巢穴;chao2 xue2
工人;gong1 ren2
工作;gong1 zuo4
工作量;gong1 zuo4 liang4
工具;gong1 ju4
工商界;gong1 shang1 jie4
工地;gong1 di4
工序;gong1 xu4
工厂;gong1 chang3
工整;gong1 zheng3
工会;gong1 hui4
工业;gong1 ye4
工科;gong1 ke1
工程师;gong1 cheng2 shi1
工艺品;gong1 yi4 pin3
工资;gong1 zi1
左右;zuo3 you4
左边;zuo3 bian
左顾右盼;zuo3 gu4 you4 pan4
巧克力;qiao3 ke4 li4
巧合;qiao3 he2
巧妙;qiao3 miao4
巨人;ju4 ren2
巨型;ju4 xing2
巨大;ju4 da4
巨星;ju4 xing1
巨头;ju4 tou2
巨额;ju4 e2
巫婆;wu1 po2
差;ci1|chai1|cha4|cha1
差不多;cha4 bu duo1
差别;cha1 bie2
差距;cha1 ju4
差错;cha1 cuo4
差额;cha1 e2
已经;yi3 jing1
巴不得;ba1 bu de
巴结;ba1 jie
巷;xiang4
市场;shi4 chang3
市场经济;shi4 chang3 jing1 ji4
帆船;fan1 chuan2
希望;xi1 wang4
帖子;tie3 zi
帝国;di4 guo2
帝国主义;di4 guo2 zhu3 yi4
帅;shuai4
师傅;shi1 fu
师范;shi1 fan4
师资;shi1 zi1
师长;shi1 zhang3
席;xi2
席位;xi2 wei4
帐子;zhang4 zi
帐篷;zhang4 peng
带;dai4
带路;dai4 lu4
带队;dai4 dui4
带领;dai4 ling3
带头;dai4 tou2
带头人;dai4 tou2 ren2
常人;chang2 ren2
常态;chang2 tai4
常温;chang2 wen1
常理;chang2 li3
常识;chang2 shi2
帽子;mao4 zi
幅;fu2
幅度;fu2 du4
幕;mu4
幕后;mu4 hou4
幢;chuang2|zhuang4
帮助;bang1 zhu4
帮忙;bang1 mang2
帮手;bang1 shou3
干戈;gan1 ge1
干扰;gan1 rao3
干涉;gan1 she4
干预;gan1 yu4
平;ping2
平价;ping2 jia4
平凡;ping2 fan2
平原;ping2 yuan2
平和;ping2 he2
平均;ping2 jun1
平坦;ping2 tan3
平安;ping2 an1
平常;ping2 chang2
平常心;ping2 chang2 xin1
平庸;ping2 yong1
平息;ping2 xi1
平方;ping2 fang1
平日;ping2 ri4
平时;ping2 shi2
平民;ping2 min2
平淡;ping2 dan4
平等;ping2 deng3
平行;ping2 xing2
平衡;ping2 heng2
平静;ping2 jing4
平面;ping2 mian4
年;nian2
年代;nian2 dai4
年夜饭;nian2 ye4 fan4
年度;nian2 du4
年画;nian2 hua4
年纪;nian2 ji4
年级;nian2 ji2
年终;nian2 zhong1
年薪;nian2 xin1
年轻;nian2 qing1
年迈;nian2 mai4
年限;nian2 xian4
年龄;nian2 ling2
幸好;xing4 hao3
幸福;xing4 fu2
幸亏;xing4 kui1
幸运;xing4 yun4
干事;gan4 shi
干劲;gan4 jin4
干活儿;gan4 huo2 r
干部;gan4 bu4
幻影;huan4 ying3
幻想;huan4 xiang3
幻觉;huan4 jue2
幼儿园;you4 er2 yuan2
幼稚;you4 zhi4
幽默;you1 mo4
几乎;ji1 hu1
几率;ji1 lv4
床位;chuang2 wei4
床单;chuang2 dan1
序;xu4
序幕;xu4 mu4
序言;xu4 yan2
底;de|di3
底子;di3 zi
底层;di3 ceng2
底线;di3 xian4
底蕴;di3 yun4
度;du4|duo2
度假;du4 jia4
度过;du4 guo4
座;zuo4
座位;zuo4 wei4
座右铭;zuo4 you4 ming2
座谈;zuo4 tan2
庸俗;yong1 su2
厕所;ce4 suo3
廉价;lian2 jia4
廉政;lian2 zheng4
廉正;lian2 zheng4
廉洁;lian2 jie2
厨房;chu2 fang2
庙;miao4
庙会;miao4 hui4
厂家;chang3 jia1
废;fei4
废品;fei4 pin3
废墟;fei4 xu1
废寝忘食;fei4 qin3 wang4 shi2
废物;fei4 wu4
废话;fei4 hua4
废除;fei4 chu2
广告;guang3 gao4
广场;guang3 chang3
广大;guang3 da4
广播;guang3 bo1
广泛;guang3 fan4
广义;guang3 yi4
广阔;guang3 kuo4
延;yan2
延伸;yan2 shen1
延期;yan2 qi1
延缓;yan2 huan3
延续;yan2 xu4
延误;yan2 wu
延长;yan2 chang2
建交;jian4 jiao1
建树;jian4 shu4
建立;jian4 li4
建筑;jian4 zhu4
建筑师;jian4 zhu4 shi1
建筑物;jian4 zhu4 wu4
建设;jian4 she4
建议;jian4 yi4
弄;long4|nong4
弄虚作假;nong4 xu1 zuo4 jia3
弊病;bi4 bing4
弊端;bi4 duan1
弓;gong1
引人入胜;yin3 ren2 ru4 sheng4
引人注目;yin3 ren2 zhu4 mu4
引入;yin3 ru4
引导;yin3 dao3
引擎;yin3 qing2
引用;yin3 yong4
引发;yin3 fa1
引经据典;yin3 jing1 ju4 dian3
引诱;yin3 you4
引起;yin3 qi3
引领;yin3 ling3
弘扬;hong2 yang2
弟子;di4 zi3
弟弟;di4 di
弦;xian2
弱;ruo4
弱势;ruo4 shi4
弱点;ruo4 dian3
张;zhang1
张扬;zhang1 yang2
张灯结彩;zhang1 deng1 jie2 cai3
张贴;zhang1 tie1
强占;qiang2 zhan4
强制;qiang2 zhi4
强加;qiang2 jia1
强劲;qiang2 jing4
强烈;qiang2 lie4
强硬;qiang2 ying4
强行;qiang2 xing2
强调;qiang2 diao4
强迫;qiang3 po4
强项;qiang2 xiang4
别扭;bie4 niu
弹性;tan2 xing4
弥漫;mi2 man4
弥补;mi2 bu3
形势;xing2 shi4
形容;xing2 rong2
形式;xing2 shi4
形形色色;xing2 xing2 se4 se4
形影不离;xing2 ying3 bu4 li2
形态;xing2 tai4
形成;xing2 cheng2
形状;xing2 zhuang4
形象;xing2 xiang4
彩票;cai3 piao4
彩虹;cai3 hong2
彩电;cai3 dian4
彩霞;cai3 xia2
雕;diao1
彬彬有礼;bin1 bin1 you3 li3
影像;ying3 xiang4
影子;ying3 zi
影响;ying3 xiang3
彼此;bi3 ci3
往;wang3
往事;wang3 shi4
往常;wang3 chang2
往往;wang3 wang3
往日;wang3 ri4
往返;wang3 fan3
征;zheng1
征服;zheng1 fu2
待;dai4|dai1
待遇;dai4 yu4
很;hen3
律师;lv4 shi1
后人;hou4 ren2
后代;hou4 dai4
后来;hou4 lai2
后备;hou4 bei4
后备箱;hou4 bei4 xiang1
后勤;hou4 qin2
后台;hou4 tai2
后悔;hou4 hui3
后期;hou4 qi1
后果;hou4 guo3
后盾;hou4 dun4
后续;hou4 xu4
后者;hou4 zhe3
后背;hou4 bei4
后裔;hou4 yi4
后退;hou4 tui4
后遗症;hou4 yi2 zheng4
后面;hou4 mian4
后顾之忧;hou4 gu4 zhi1 you1
徐徐;xu2 xu2
徒弟;tu2 di4
徒步;tu2 bu4
得;de|de2|dei3
得不偿失;de2 bu4 chang2 shi1
得力;de2 li4
得天独厚;de2 tian1 du2 hou4
得失;de2 shi1
得意;de2 yi4
得意扬扬;de2 yi4 yang2 yang2
得手;de2 shou3
得当;de2 dang4
得益于;de2 yi4 yu2
得知;de2 zhi1
得罪;de2 zui|de2 zui4
得体;de2 ti3
徘徊;pai2 huai2
从事;cong2 shi4
从今以后;cong2 jin1 yi3 hou4
从来;cong2 lai2
从来不;cong2 lai2 bu4
从前;cong2 qian2
从容;cong2 rong2
从容不迫;cong2 rong2 bu4 po4
从早到晚;cong2 zao3 dao4 wan3
从未;cong2 wei4
从业;cong2 ye4
从此;cong2 ci3
从而;cong2 er2
从头;cong2 tou2
遍;bian4
复原;fu4 yuan2
复合;fu4 he2
复查;fu4 cha2
复活;fu4 huo2
复发;fu4 fa1
复习;fu4 xi2
复兴;fu4 xing1
循序渐进;xun2 xu4 jian4 jin4
循环;xun2 huan2
微不足道;wei1 bu4 zu2 dao4
微型;wei1 xing2
微妙;wei1 miao4
微弱;wei1 ruo4
微笑;wei1 xiao4
微观;wei1 guan1
征收;zheng1 shou1
征求;zheng1 qiu2
征集;zheng1 ji2
德;de2
彻夜;che4 ye4
彻底;che4 di3
心事;xin1 shi4
心安理得;xin1 an1 li3 de2
心得;xin1 de2
心思;xin1 si
心急如焚;xin1 ji2 ru2 fen2
心情;xin1 qing2
心想事成;xin1 xiang3 shi4 cheng2
心意;xin1 yi4
心爱;xin1 ai4
心态;xin1 tai4
心慌;xin1 huang1
心理;xin1 li3
心甘情愿;xin1 gan1 qing2 yuan4
心疼;xin1 teng2
心病;xin1 bing4
心目;xin1 mu4
心眼儿;xin1 yan3 r
心声;xin1 sheng1
心胸;xin1 xiong1
心肠;xin1 chang2
心脏;xin1 zang4
心血;xin1 xue4
心里话;xin1 li hua4
心酸;xin1 suan1
心灵;xin1 ling2
心灵手巧;xin1 ling2 shou3 qiao3
必不可少;bi4 bu4 ke3 shao3
必定;bi4 ding4
必然;bi4 ran2
必要;bi4 yao4
必须;bi4 xu1
忌;ji4
忌口;ji4 kou3
忌讳;ji4 hui4
忍不住;ren3 bu zhu4
忍受;ren3 shou4
忍心;ren3 xin1
忍耐;ren3 nai4
忍饥挨饿;ren3 ji1 ai2 e4
志气;zhi4 qi4
志愿者;zhi4 yuan4 zhe3
忘不了;wang4 bu4 liao3
忘掉;wang4 diao4
忘记;wang4 ji4
忙;mang2
忙乱;mang2 luan4
忙活;mang2 huo
忙碌;mang2 lu4
忠实;zhong1 shi2
忠于;zhong1 yu2
忠诚;zhong1 cheng2
忠贞;zhong1 zhen1
快;kuai4
快捷;kuai4 jie2
快乐;kuai4 le4
快活;kuai4 huo
念念不忘;nian4 nian4 bu4 wang4
念书;nian4 shu1
念头;nian4 tou
忽悠;hu1 you
忽然;hu1 ran2
忽略;hu1 lve4
忽视;hu1 shi4
忽高忽低;hu1 gao1 hu1 di1
怎么;zen3 me
怎么样;zen3 me yang4
思前想后;si1 qian2 xiang3 hou4
思念;si1 nian4
思想;si1 xiang3
思索;si1 suo3
思维;si1 wei2
思考;si1 kao3
思路;si1 lu4
怠工;dai4 gong1
怠慢;dai4 man4
怡然自得;yi2 ran2 zi4 de2
急切;ji2 qie4
急剧;ji2 ju4
急功近利;ji2 gong1 jin4 li4
急忙;ji2 mang2
急性;ji2 xing4
急于;ji2 yu2
急于求成;ji2 yu2 qiu2 cheng2
急诊;ji2 zhen3
急躁;ji2 zao4
急转弯;ji2 zhuan3 wan1
急迫;ji2 po4
急需;ji2 xu1
性价比;xing4 jia4 bi3
性别;xing4 bie2
性命;xing4 ming4
性情;xing4 qing2
性感;xing4 gan3
性格;xing4 ge2
性能;xing4 neng2
性质;xing4 zhi4
怨恨;yuan4 hen4
怨气;yuan4 qi4
怨言;yuan4 yan2
怪不得;guai4 bu de
怪物;guai4 wu
怪异;guai4 yi4
恍然大悟;huang3 ran2 da4 wu4
恐吓;kong3 he4
恐怕;kong3 pa4
恐怖;kong3 bu4
恐慌;kong3 huang1
恐惧;kong3 ju4
恐龙;kong3 long2
恢复;hui1 fu4
耻笑;chi3 xiao4
耻辱;chi3 ru3
恨;hen4
恨不得;hen4 bu de
恩怨;en1 yuan4
恩情;en1 qing2
恩惠;en1 hui4
恩赐;en1 ci4
恭喜;gong1 xi3
恭敬;gong1 jing4
恭维;gong1 wei
息息相关;xi1 xi1 xiang1 guan1
恰到好处;qia4 dao4 hao3 chu4
恰如其分;qia4 ru2 qi2 fen4
恰巧;qia4 qiao3
恰恰相反;qia4 qia4 xiang1 fan3
恰当;qia4 dang4
悄悄;qiao1 qiao1
悦耳;yue4 er3
悔恨;hui3 hen4
悠久;you1 jiu3
悠闲;you1 xian2
患;huan4
患有;huan4 you3
患病;huan4 bing4
患者;huan4 zhe3
您;nin2
悲哀;bei1 ai1
悲惨;bei1 can3
悲欢离合;bei1 huan1 li2 he2
悲痛;bei1 tong4
悲观;bei1 guan1
闷;men1|men4
悼念;dao4 nian4
凄凉;qi1 liang2
情;qing2
情不自禁;qing2 bu4 zi4 jin1
情人;qing2 ren2
情侣;qing2 lv3
情报;qing2 bao4
情形;qing2 xing
情怀;qing2 huai2
情景;qing2 jing3
情况;qing2 kuang4
情理;qing2 li3
情节;qing2 jie2
情结;qing2 jie2
情绪;qing2 xu4
情谊;qing2 yi4
情调;qing2 diao4
情愿;qing2 yuan4
惋惜;wan3 xi1
恶;e4|e3|wu4
恶劣;e4 lie4
恶化;e4 hua4
恶性;e4 xing4
恶意;e4 yi4
惦记;dian4 ji4
恼火;nao3 huo3
恼羞成怒;nao3 xiu1 cheng2 nu4
想;xiang3
想念;xiang3 nian4
想方设法;xiang3 fang1 she4 fa3
想象;xiang3 xiang4
蠢;chun3
惹;re3
惹祸;re3 huo4
愁眉苦脸;chou2 mei2 ku3 lian3
愈;yu4
愈来愈;yu4 lai2 yu4
愈演愈烈;yu4 yan3 yu4 lie4
愉快;yu2 kuai4
意向;yi4 xiang4
意味着;yi4 wei4 zhe
意图;yi4 tu2
意外;yi4 wai4
意志;yi4 zhi4
意思;yi4 si
意料;yi4 liao4
意料之外;yi4 liao4 zhi1 wai4
意义;yi4 yi4
意见;yi4 jian4
意识;yi4 shi2
愚公移山;yu2 gong1 yi2 shan1
愚昧;yu2 mei4
愚蠢;yu2 chun3
爱;ai4
爱不释手;ai4 bu4 shi4 shou3
爱好;ai4 hao4
爱心;ai4 xin1
爱情;ai4 qing2
爱惜;ai4 xi1
爱戴;ai4 dai4
爱理不理;ai4 li3 bu4 li3
爱护;ai4 hu4
爱面子;ai4 mian4 zi
感;gan3
感冒;gan3 mao4
感动;gan3 dong4
感受;gan3 shou4
感叹;gan3 tan4
感性;gan3 xing4
感恩;gan3 en1
感情;gan3 qing2
感想;gan3 xiang3
感慨;gan3 kai3
感染;gan3 ran3
感染力;gan3 ran3 li4
感激;gan3 ji1
感兴趣;gan3 xing4 qu4
感觉;gan3 jue2
感触;gan3 chu4
感谢;gan3 xie4
愣;leng4
慈善;ci2 shan4
慈祥;ci2 xiang2
态度;tai4 du
慌乱;huang1 luan4
慌张;huang1 zhang1
慎重;shen4 zhong4
惨痛;can3 tong4
惨白;can3 bai2
惨重;can3 zhong4
惭愧;can2 kui4
慢;man4
慢性;man4 xing4
慢慢来;man4 man4 lai2
惯;guan4
惯例;guan4 li4
惯性;guan4 xing4
慰劳;wei4 lao2
慰问;wei4 wen4
庆典;qing4 dian3
庆幸;qing4 xing4
庆祝;qing4 zhu4
庆贺;qing4 he4
慷慨;kang1 kai3
欲望;yu4 wang4
忧愁;you1 chou2
忧虑;you1 lv4
忧郁;you1 yu4
憋;bie1
怜惜;lian2 xi1
凭借;ping2 jie4
凭着;ping2 zhe
凭证;ping2 zheng4
愤怒;fen4 nu4
宪法;xian4 fa3
懂;dong3
懂事;dong3 shi4
恳切;ken3 qie4
恳求;ken3 qiu2
应付;ying4 fu
应有尽有;ying1 you3 jin4 you3
应用;ying4 yong4
应聘;ying4 pin4
应该;ying1 gai1
应邀;ying4 yao1
应酬;ying4 chou
惩罚;cheng2 fa2
惩处;cheng2 chu3
懒得;lan3 de2
懒惰;lan3 duo4
怀孕;huai2 yun4
怀念;huai2 nian4
怀抱;huai2 bao4
怀疑;huai2 yi2
